prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,Type_of_Spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_CFDA_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,subawardee_zipcode,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_executive5,subawardee_executive5_compensation,subawardee_business_types,subaward_CFDA_program_number_title_codes
cc34445968e6298359fe7d0e8f8df999,13DG11031600070,,13DG11031600070,sg,04/08/2014,09,2013,,,SANTA FE,NM,875054225,NM03,US,007111818,,,FOREST SERVICE,,,,,,,,,,,,,,,,,,,,,,10.664 Cooperative Forestry Assistance,2370464.00,03/13/2014,FY 2013 NEW MEXICO CONSOLIDATED GRANT,,FY 2013 NEW MEXICO CONSOLIDATED GRANT,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,128089658,"COLFAX, COUNTY OF",COLFAX SOIL & WTR CONSERVATION,245 PARK AVE STE 206,RATON,NM,877403800,NM03,US,,Raton,NM,877403800,NM03,US,627462203,"COLFAX, COUNTY OF",56100.00,03/13/2014,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",1199,"Scope of Work:  Contractor shall:   	Acting as the fiscal agent for the Colfax Cooperative Weed Management Area (CWMA), continue a noxious weed management program to address the prevention and spread of noxious weeds classified as either Class A, Class B, or Class C Noxious Weeds on the New Mexico Noxious Weeds List published by the New Mexico Department of Agriculture within Colfax County.  Priority species for treatment include:  leafy spurge, spotted knapweed, yellow toadflax, Canada thistle, Russian knapweed, musk thistle, and tamarisk.  Prioritize treatments based on previously identified and mapped areas and according to priorities set in the Philmont & Colfax SWCD Plan for Implementation of Weed Control Plan (Project Area, see Attachment    Tasks necessary to successfully accomplish this are:  A.	Inventory and Mapping:  Continue locating and mapping noxious weed infestations and treatment areas within Project Area and create maps, in a format mutually agreeable to EMNRD and Contractor, that contain identifying points such as county roads, Bureau of Land Management roads, rivers, towns, lakes, etc., as well as a title, date, legend, scale bar, north arrow, and the species and acreage of each species within the CWMA for use by the CWMA for project prioritization.  Include the resulting maps in electronic format the final report provided to EMNRD by Agreement termination date.    B.	Control Methods:  Establish and maintain a weed management project to address the prevention and spread of noxious weeds and restore infested lands to their native vegetation on a minimum of 873.68 acres within the Project Area.  Treatment may include herbicide application and manual removal.   C.	Contractor shall also provide brief written progress reports regarding specific obligations agreed to in the Scope of Work of this Agreement and including cost, match, and acres treated to EMNRD with each request for reimbursement.  EMNRD Project Manager may request interim reports at any time.  Provide EMNRD with a final written project report, in a format specified by the EMNRD program manager, detailing actions taken and including data specified above by contract termination date. ",0,0,09,2013,2014,,,,,,,,,,,,10.664 Cooperative Forestry Assistance
fb40df8dbb128e747aa4f2d89441385a,12DG11031600050,,12DG11031600050,sg,04/08/2014,09,2013,,,SANTA FE,NM,875054225,NM03,US,007111818,,,FOREST SERVICE,,,,,,,,,,,,,,,,,,,,,,10.664 Cooperative Forestry Assistance,1223132.00,03/11/2014,NM FY 2012 HAZARDOUS FUELS TREATMENTS,,NM FY 2012 HAZARDOUS FUELS TREATMENTS,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,022575174,CATRON COUNTY,,100 MAIN ST,RESERVE,NM,878300000,NM02,US,,Reserve,NM,87830,NM02,US,022575174,CATRON COUNTY,119167.00,03/11/2014,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",1194,"The project will minimize the threat of catastrophic wildfire on private forest lands in the Jewett Gap Wildland Urban Interface (WUI) in the north central part of the Catron County. Contractor will treat a minimum of 89 acres of communal lands within the Quemado Lake Estates (QLE) subdivision located 25 miles south of Quemado.   Objectives for this project are: 1.	Restore historic variability of ponderosa pine & piñon/juniper stands in the area to acceptable levels on a minimum of 89 acres. 2.	Decrease the chance of catastrophic/stand replacement wildfires that will do irrevocable harm to the current stand structure, species composition, and ecological balance. 3.	Protect infrastructure, structures, and aesthetics from catastrophic events (wildfire, insect, and disease outbreaks, etc.).  4.	Improve watershed attributes by decreasing soil erosion and re-establishing native grasses and forbs. 5.	Increase soil moisture and decrease soil temperature.   6.	Restore forest in the targeted areas, identified in the Catron County CWPP as being at a high risk for catastrophic wildfire. 7.	Complement existing and or future Collaborative Forest Restoration/Resource Advisory Council projects where fuel breaks have been or will be constructed on USFS land adjacent to the private property.    ",0,0,09,2013,2014,,,,,,,,,,,,10.664 Cooperative Forestry Assistance
fb40df8dbb128e747aa4f2d89441385a,12DG11031600050,,12DG11031600050,sg,04/08/2014,09,2013,,,SANTA FE,NM,875054225,NM03,US,007111818,,,FOREST SERVICE,,,,,,,,,,,,,,,,,,,,,,10.664 Cooperative Forestry Assistance,1223132.00,03/25/2014,NM FY 2012 HAZARDOUS FUELS TREATMENTS,,NM FY 2012 HAZARDOUS FUELS TREATMENTS,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,049274020,GRANT SOIL & WATER CONSERVATION DISTRICT,,"3082 32ND STREET BYPASS, SUITE C",SILVER CITY,NM,880617875,NM02,US,,Silver City,NM,880617875,NM02,US,,,135833.00,03/25/2014,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",1195,"PROJECT OBJECTIVES:  Identify activities to be conducted under the scope of this project.  1.	Restore historic variability of the piñon/juniper and ponderosa pine stands in the area to acceptable levels. 2.	Decrease the chance of catastrophic/stand replacement wildfires that will irrevocably harm the current stand structure, species composition, and ecological balance. 3.	Protect infrastructure, structures, and aesthetics from catastrophic events (wildfire, insect, and disease outbreaks, etc.).  4.	Improve watershed attributes by decreasing soil erosion and re-establishing native grasses and forbs.   5.	Increase soil moisture and decrease soil temperature.   6.	Restore forest in the targeted areas, identified in the Grant County CWPP as being at a high risk for catastrophic wildfire.  The targeted areas are home to approximately 50 residents and over 100 permanent structures.  Complement existing Collaborative Forest Restoration Projects where fuel breaks have been constructed on USFS land adjacent to the private properties by thinning properties to the target basal areas referred to under project description. ",0,0,09,2013,2014,,,,,,,,,,,,10.664 Cooperative Forestry Assistance
cc34445968e6298359fe7d0e8f8df999,13DG11031600070,,13DG11031600070,sg,04/08/2014,09,2013,,,SANTA FE,NM,875054225,NM03,US,007111818,,,FOREST SERVICE,,,,,,,,,,,,,,,,,,,,,,10.664 Cooperative Forestry Assistance,2370464.00,10/07/2013,FY 2013 NEW MEXICO CONSOLIDATED GRANT,,FY 2013 NEW MEXICO CONSOLIDATED GRANT,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,014122873,VILLAGE OF RUIDOSO,,313 CREE MEADOWS DR,RUIDOSO,NM,883456938,NM02,US,,Ruidoso,NM,883456938,NM02,US,014122873,VILLAGE OF RUIDOSO,254318.00,10/07/2013,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",1155,"Contractors forestry staff will provide technical assistance, on-site consultations, and project implementation assistance to landowners within the village.  Forestry Division  Capitan District staff will conduct spot inspections on a minimum of 10% of all treatment areas.  Each landowner funded under the program will receive a comprehensive written, site specific practice plan addressing treatment standards and implementation.  Practices shall be based on site specific conditions, landowner objectives, forest health, fire prevention, and Village thinning ordinances. Stand densities will be reduced from 120 to130 square feet per acre to a minimum of 40 to 60 square feet per acre basal area in ponderosa pine and 80 to 90 square feet per acre in mixed conifer.  The project shall be marked and thinned to achieve a stand structure that is as multi-storied, multi-species, uneven aged, and clumpy as current stand conditions allow. Hazardous fuels will be removed around structures using mechanical and hand thinning methods and removed to a composting facility Contractors Sanitation Department, which uses 100% of the material.  All treatments conducted within the proposed area will comply with New Mexico Forest Harvest Practices Standards (19.20.4.9 NMAC).  This projects objective is to reduce the spread of wildfire in a highly overgrown forest that has been heavily impacted by drought and bark beetles, thereby reducing the threat to life and property.",0,0,09,2013,2014,,,,,,,,,,,,10.664 Cooperative Forestry Assistance
06b90fa1fa5668591bba003e31863dca,06CH0005,,06CH0005,sg,04/15/2014,04,2014,,,Las Cruces,NM,880011243,NM02,US,,,,ADMINISTRATION FOR CHILDREN AND FAMILIES,,,,,,,,,,,,,,,,,,,,,,93.600 Head Start,7808049.00,06/30/2014,HEAD START -  FULL YEAR CENTER BASED,,HEAD START -  FULL YEAR CENTER BASED,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,123734899,HATCH VALLEY PUBLIC SCHOOLS,,400 N MAIN ST,HATCH,NM,879370790,NM02,US,,Hatch,NM,879370790,NM02,US,123734899,HATCH VALLEY PUBLIC SCHOOLS,466217.00,06/30/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",06CH0005,"The Head Start program promotes the school readiness of preschool aged children from low-income families by enhancing their cognitive, social and emotional development.",0,0,04,2014,2014,,,,,,,,,,,,93.600 Head Start
9d9a6aad061a6f8cc0148a0445aba298,1225B1686,,1225B1686,sg,02/27/2014,01,2014,,,LAS CRUCES,NM,880031232,NM02,US,861367373,New Mexico State University ,,AGRICULTURAL MARKETING SERVICE,,,,,,,,,,,,,,,,,,,,,,10.170 Specialty Crop Block Grant Program - Farm Bill,429210.00,12/05/2013,New Mexico Department of Agriculture Specialty Crop Block Grant Program - Farm Bill Activities,,New Mexico Department of Agriculture Specialty Crop Block Grant Program - Farm Bill Activities,,,2014,1200,"AGRICULTURE, DEPARTMENT OF",1200,"AGRICULTURE, DEPARTMENT OF",,,831594838,New Mexico Chile Association,,,Mesilla Park,NM,88047,NM02,US,,Mesilla Park,NM,880470845,NM02,US,,,118000.00,12/05/2013,,,,,,,1200,"AGRICULTURE, DEPARTMENT OF",Q01623,"This projcet will development and implement and ROP certification program for New Mexico chile.  Project objectives include: (1) develop and implement a marketing plan for New Mexico certified chile; (2) define and develop program components and structure, including quality parameters; (3)design and register a certification mark; and (4) register participants (e.g. growers, processors, and retailers) and issue marks.",0,0,01,2014,2014,,,,,,,,,,,,10.170 Specialty Crop Block Grant Program - Farm Bill
03fefa080809a2a92b8231cb1a60f1ed,P031C110106,,P031C110106,sg,04/28/2014,04,2014,,,BERNALILLO,NM,871063807,NM01,US,784121725,University Of New Mexico ,,"EDUCATION, DEPARTMENT OF",,,,,,,,,,,,,,,,,,,,,,84.031 Higher Education_Institutional Aid,2347141.00,03/20/2014,HISPANIC-SERVING INSTITUTIONS PROGRAM (STEM),,HISPANIC-SERVING INSTITUTIONS PROGRAM (STEM),,,2014,9100,"EDUCATION, DEPARTMENT OF",9100,"EDUCATION, DEPARTMENT OF",,,075754036,CENTRAL NEW MEXICO COMMUNITY COLLEGE,C N M,525 BUENA VISTA SE,ALBUQUERQUE,NM,871064023,NM01,US,,Albuquerque,NM,871060001,NM01,US,075754036,CENTRAL NEW MEXICO COMMUNITY COLLEGE,260868.00,03/20/2014,,,,,,,9100,"EDUCATION, DEPARTMENT OF",429121-8701,"Over the five-year grant period, increase the number of unergraduate, degree-seeking learners at each institution engaged in STEM pathways; increase the number of STEM students who were in their first year of postsecondary enrollment in the previous year and are enrolled in the current year at the same institution; increase the number of first-time, full-time, degree-seeking students enrolled at four-year HSic graduating within six years of enrollment; in crease the number of first-time, full-time, undergraduate students enrolled in two-year HSic graduating from STEM degree programs within three years of enrollment; decrease the federal cost of undergraduate and graduate degrees for Hispanic and low-income students utilizing STEM UP project services while seeking a degree at UNM.",0,0,04,2014,2014,,,,,,,,,,,,84.031 Higher Education_Institutional Aid
261a4a1491974734ac5cb7b81579ea9f,2011GPBX0007,,2011GPBX0007,sg,04/29/2014,07,2013,,,Thoreau,NM,873230610,NM03,US,108380437,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.609 Project Safe Neighborhoods,150000.00,04/29/2014,Tribal Project Safe Neighborhoods (PSN) Pilot Project,,Tribal Project Safe Neighborhoods (PSN) Pilot Project,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,122994361,CATHOLIC CHARITIES OF GALLUP,ST BONAVENTURE INDIAN MISSION,25 NAVARRE BLVD W,THOREAU,NM,873230610,NM03,US,,Thoreau,NM,873230610,NM03,US,108380437,,15000000.00,04/29/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2011GPBX0007,Violent Gang and Gun Crime Reduction Program,0,0,07,2013,2014,,,,,,,,,,,,16.609 Project Safe Neighborhoods
03a24dd1f456adc81c0afe37f32c3263,R01AT007171,,R01AT007171,sg,07/10/2014,07,2014,,,Albuquerque,NM,871310001,NM01,US,784121725,University Of New Mexico ,,NATIONAL INSTITUTES OF HEALTH,,,,,,,,,,,,,,,,,,,,,,93.213 Research and Training in Complementary and Alternative Medicine,1695243.00,06/30/2014,Brain-Centered Therapy versus Medication for Urgency Urinary Incontinence_An RCT,,Brain-Centered Therapy versus Medication for Urgency Urinary Incontinence_An RCT,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,098640696,"MIND RESEARCH NETWORK, THE",,1101 YALE BLVD NE,ALBUQUERQUE,NM,871063834,NM01,US,,Albuquerque,NM,871064188,NM01,US,075769000,LOVELACE RESPIRATORY RESEARCH INSTITUTE,148598.00,06/30/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",3RH22/5,"The Mind Research Network will provide the personnel and equipment necessary to carry out the project, including access to the Siemens Trio 3 Tesla scanner. Dr. Mayer will be responsible for organizing fMRI data analysis, and for assisting with results dissemination through scientific meetings and publications. A Research Associate will be responsible for maintaining data quality throughout the project as well as help coordinated MRI scanning schedules, contact patients to remind them of all assessment and imaging appointments, and enter all relevant data information into The Mind Research Network's database.",0,0,07,2014,2014,,,,,,,,,,,,93.213 Research and Training in Complementary and Alternative Medicine
e3865d3465ae2b32509c696ada5d5167,99692516,,99692516,sg,07/07/2014,06,2014,,,Santa Fe,NM,875012151,NM03,US,,,,ENVIRONMENTAL PROTECTION AGENCY,,,,,,,,,,,,,,,,,,,,,,66.468 Capitalization Grants for Drinking Water State Revolving Funds,8421000.00,06/27/2014,To provide federal funds to the State of New Mexico for the purposes of providing loan assistance to eligible public water systems for infrastructure,,To provide federal funds to the State of New Mexico for the purposes of providing loan assistance to eligible public water systems for infrastructure,,,2014,6800,ENVIRONMENTAL PROTECTION AGENCY,6800,ENVIRONMENTAL PROTECTION AGENCY,,,021232723,"LAS VEGAS, CITY OF",,1700 N GRAND AVE,LAS VEGAS,NM,877014731,NM03,US,,Las Vegas,NM,877014731,NM03,US,021232723,"LAS VEGAS, CITY OF",174730.00,06/27/2014,,,,,,,6800,ENVIRONMENTAL PROTECTION AGENCY,3046-DW,Water Treatment Plant Building Repairs,0,0,06,2014,2014,,,,,,,,,,,,66.468 Capitalization Grants for Drinking Water State Revolving Funds
5f8f1a53c3f607efad4ee1af3c0987bf,06CH7164,,06CH7164,sg,07/15/2014,07,2014,,,Las Cruces,NM,880011243,NM02,US,094138740,Las Cruces School District 2 ,,ADMINISTRATION FOR CHILDREN AND FAMILIES,,,,,,,,,,,,,,,,,,,,,,93.600 Head Start,2718889.00,07/01/2014,Head Start,,Head Start,,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,123734899,HATCH VALLEY PUBLIC SCHOOLS,,400 N MAIN ST,HATCH,NM,879370790,NM02,US,,Hatch,NM,879370790,NM02,US,123734899,HATCH VALLEY PUBLIC SCHOOLS,.00,07/01/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",06CH7164,Hatch Valley Public Schools are no longer a subawardee.,0,0,07,2014,2014,,,,,,,,,,,,93.600 Head Start
0de3d7609856f3aa58a9afe83cd199d4,R25OD010497,,R25OD010497,sg,07/16/2014,07,2014,,,Las Cruces,NM,880038001,NM02,US,861367373,New Mexico State University ,,NATIONAL INSTITUTES OF HEALTH,,,,,,,,,,,,,,,,,,,,,,93.351 Research Infrastructure Programs,218419.00,06/18/2014,"Science Tools in the Classroom (STC): Bioinformatics, Genomics and More",,"Science Tools in the Classroom (STC): Bioinformatics, Genomics and More",,,2014,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,835700444,THE NATIONAL CENTER FOR GENOME RESOURCES,NCGR,2935 RODEO PARK DR STE E,SANTA FE,NM,875056303,NM03,US,,Santa Fe,NM,875056303,NM03,US,,,29578.00,06/18/2014,,,,,,,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",Q01655,"NCGR, under the direction of Dr. Joann Mudge, will be responsible for providing bioinformatics expertise to the project and helping to develop bioinformatics modules.  She will be attending project meetigs, includig the SEPA directors meeting and the Scientific Advisory Board meeting as well as participating in the teachers' workshops.  Throughout the year, Dr. Mudge will be available to provide bioinformatics expertise as needed.  Further, she will help coordinate getting "" Bioinformatics in Education: speakers at the NMBIST conference each year.",0,0,07,2014,2014,,,,,,,,,,,,93.351 Research Infrastructure Programs
77fbd7bfe5e2b7aff3d1de9317fce3af,2013VAGX0070,,2013VAGX0070,sg,07/18/2014,03,2014,,,Uptown,NM,871107800,NM01,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.575 Crime Victim Assistance,3111055.00,02/01/2014,OVC FY 13 VOCA Victim Assistance Formula,,OVC FY 13 VOCA Victim Assistance Formula,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,083217604,RAMAH NAVAJO SCHOOL BOARD INC,,PINE HILL BIA RTE 125,RAMAH,NM,873210000,NM02,US,,Ramah,NM,873210000,NM02,US,,,29250.00,02/01/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2014-VA-243,VOCA partially funds a Victim Coordinator and Community Liaison positions to provide advocacy and support services to Native American victims of domestic violence and their family members.,0,0,03,2014,2014,,,,,,,,,,,,16.575 Crime Victim Assistance
77fbd7bfe5e2b7aff3d1de9317fce3af,2013VAGX0070,,2013VAGX0070,sg,07/18/2014,03,2014,,,Uptown,NM,871107800,NM01,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.575 Crime Victim Assistance,3111055.00,02/01/2014,OVC FY 13 VOCA Victim Assistance Formula,,OVC FY 13 VOCA Victim Assistance Formula,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,801555603,ENLACE COMUNITARIO,,2425 ALAMO AVE SE,ALBUQUERQUE,NM,871060000,NM01,US,,Albuquerque,NM,871063234,NM01,US,,,28709.00,02/01/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2014-VA-261,"VOCA partially funds non-residential services for Spanish speaking victims of domestic violence.  The funded positions provide case management, individual and group counseling and support groups.",0,0,03,2014,2014,,,,,,,,,,,,16.575 Crime Victim Assistance
71ba555962cf0222a3fcd83a9d24770e,AA253701455A35,,AA253701455A35,sg,07/18/2014,07,2014,,,ALBUQUERQUE,NM,871031928,NM01,US,007111818,,,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,17.259 WIA Youth Activities,4625925.00,07/01/2014,WIA Youth/Adult/Dislocated Workers Formula Combined,,WIA Youth/Adult/Dislocated Workers Formula Combined,,,2014,1600,"LABOR, DEPARTMENT OF",1600,"LABOR, DEPARTMENT OF",,,072744241,EMP ENCON INFO CTR,,2909 LA VETA DR NE,ALBUQUERQUE,NM,871103109,NM01,US,,Albuquerque,NM,871103109,NM01,US,,,1604652.00,07/01/2014,,,,,,,1600,"LABOR, DEPARTMENT OF",15-631-0001-00004,WIA YOUTH ACTIVITIES 17.259 WIA ADULT ACTIVITIES 17.258 WIA DW ACTIVITIES 17.278,0,0,07,2014,2014,,,,,,,,,,,,17.259 WIA Youth Activities
71ba555962cf0222a3fcd83a9d24770e,AA253701455A35,,AA253701455A35,sg,07/18/2014,07,2014,,,ALBUQUERQUE,NM,871031928,NM01,US,007111818,,,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,17.259 WIA Youth Activities,4625925.00,07/01/2014,WIA Youth/Adult/Dislocated Workers Formula Combined,,WIA Youth/Adult/Dislocated Workers Formula Combined,,,2014,1600,"LABOR, DEPARTMENT OF",1600,"LABOR, DEPARTMENT OF",,,030374081,"WORKFORCE SOLUTIONS, NEW MEXICO DEPARTMENT OF",SOUTHWESTERN AREA WORKFORCE DEVELOPMENT BOARD,600 HWY 195 STE D,ELEPHANT BUTTE,NM,879351072,NM02,US,,Elephant Butte,NM,879351072,NM02,US,007111818,,2546154.00,07/01/2014,,,,,,,1600,"LABOR, DEPARTMENT OF",15-631-0001-00002,WIA YOUTH ACTIVITIES 17.259 WIA ADULT ACTIVITIES 17.258 WIA DW ACTIVITIES 17.278,1,1,07,2014,2014,,,,,,,,,,,,17.259 WIA Youth Activities
71ba555962cf0222a3fcd83a9d24770e,AA253701455A35,,AA253701455A35,sg,07/18/2014,07,2014,,,ALBUQUERQUE,NM,871031928,NM01,US,007111818,,,EMPLOYMENT AND TRAINING ADMINISTRATION,,,,,,,,,,,,,,,,,,,,,,17.259 WIA Youth Activities,4625925.00,07/01/2014,WIA Youth/Adult/Dislocated Workers Formula Combined,,WIA Youth/Adult/Dislocated Workers Formula Combined,,,2014,1600,"LABOR, DEPARTMENT OF",1600,"LABOR, DEPARTMENT OF",,,361344992,Northern Area Local Workforce Development Board,NALWDB,5 BISBEE CT STE 104,Santa Fe,NM,875081419,NM03,US,,Santa Fe,NM,875081419,NM03,US,,,2388909.00,07/01/2014,,,,,,,1600,"LABOR, DEPARTMENT OF",15-631-0001-00003,WIA YOUTH ACTIVITIES 17.259 WIA ADULT ACTIVITIES 17.258 WIA DW ACTIVITIES 17.278,0,0,07,2014,2014,,,,,,,,,,,,17.259 WIA Youth Activities
77fbd7bfe5e2b7aff3d1de9317fce3af,2013VAGX0070,,2013VAGX0070,sg,07/18/2014,03,2014,,,Uptown,NM,871107800,NM01,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.575 Crime Victim Assistance,3111055.00,02/01/2014,OVC FY 13 VOCA Victim Assistance Formula,,OVC FY 13 VOCA Victim Assistance Formula,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,051876530,SANTA FE MOUNTAIN CENTER INC,,1524B BISHOPS LODGE RD,SANTA FE,NM,875060209,NM03,US,,Santa Fe,NM,875060209,NM03,US,,,28848.00,02/01/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2014-VA-249,The project provides group treatment and support services to child and adult victims of crime through adventure-based therapy.  ,0,0,03,2014,2014,,,,,,,,,,,,16.575 Crime Victim Assistance
77fbd7bfe5e2b7aff3d1de9317fce3af,2013VAGX0070,,2013VAGX0070,sg,07/18/2014,03,2014,,,Uptown,NM,871107800,NM01,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.575 Crime Victim Assistance,3111055.00,02/01/2014,OVC FY 13 VOCA Victim Assistance Formula,,OVC FY 13 VOCA Victim Assistance Formula,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,061437281,OPTION INC,,200 N DALMONT ST,HOBBS,NM,882408427,NM02,US,,Hobbs,NM,882408427,NM02,US,,,25173.00,02/01/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2014-VA-241,VOCA partially funds a Victim Advocate position to provide individual peer support and advocacy services to victims of domestic violence and their families in southeastern NM.,0,0,03,2014,2014,,,,,,,,,,,,16.575 Crime Victim Assistance
77fbd7bfe5e2b7aff3d1de9317fce3af,2013VAGX0070,,2013VAGX0070,sg,07/18/2014,03,2014,,,Uptown,NM,871107800,NM01,US,007111818,,,OFFICE OF JUSTICE PROGRAMS,,,,,,,,,,,,,,,,,,,,,,16.575 Crime Victim Assistance,3111055.00,02/01/2014,OVC FY 13 VOCA Victim Assistance Formula,,OVC FY 13 VOCA Victim Assistance Formula,,,2014,1500,"JUSTICE, DEPARTMENT OF",1500,"JUSTICE, DEPARTMENT OF",,,077679657,"DOMESTIC ABUSE INTERVENTION CENTER, INC.",DAIC,1101 N CEDAR ST,TRUTH OR CONSEQUENCES,NM,879010000,NM02,US,,TRUTH OR CONSEQUENCES,NM,879010000,NM02,US,,,26445.00,02/01/2014,,,,,,,1500,"JUSTICE, DEPARTMENT OF",2014-VA-218,"VOCA funds a Victim Advocate position to provide services to victims of domestic violence and to recruit, train and schedule volunteers to provide 24/7 crisis response at a non-shelter agency.",0,0,03,2014,2014,,,,,,,,,,,,16.575 Crime Victim Assistance
