Agency_Name,Laboratory_Name,Laboratory_ID,Facility,Address,ZIP Code,City,State,Country,Description,Type,Link,POC Email,POC Phone
DOE,Pacific Northwest National Laboratory,,Lighting Metrology Laboratory,902 Battelle Blvd,99354,Richland,WA,US,"PNNL operates the nationally accredited Lighting Metrology Laboratory, which provides accurate testing of non-standard lighting products for comparison and application evaluation. Included in the laboratory are two Lumen Maintenance Test Apparatus' (LMTA) to support the U.S. Department of Energy’s first ever lighting technology competition –the L Prize®. The LMTAs combine robotics, sensors, software, and an integrating sphere to measure the spectral power distribution of energy efficient light bulbs. The lab also contains a 6-foot light integrating sphere, flicker measurement apparatus, vibration, and environmental chamber.",R&D Agreements for Facility Access,,Steve.Shankle@pnnl.gov,(509) 372-4322
DOE,Pacific Northwest National Laboratory,,"Radiological Calibration and Standards Facility

",902 Battelle Blvd,99354,Richland,WA,US,"PNNL maintains a state-of-the-art Radiological Calibration and Standards Laboratory on the Hanford Site at Richland, Washington. Laboratory staff provide expertise and experience in health physics, radiation measurements, and dosimetry and calibrations. PNNL's offers technical expertise for the design, development, and calibration of radiation-measuring devices. Organic and inorganic samples can be irradiated for research purposes. The laboratory is accredited by the National Voluntary Laboratory Accreditation Program (NVLAP) as a Calibration Laboratory for Ionizing Radiation (NVLAP Lab Code 105020).",R&D Agreements for Facility Access,,Paul.Bredt@pnnl.gov,(509) 375-3699
DOE,Pacific Northwest National Laboratory,,"Bioproducts, Sciences, and Engineering Laboratory (BSEL)",902 Battelle Blvd,99354,Richland,WA,US,"PNNL's biomass program is housed in the Bioproducts, Sciences, and Engineering Laboratory (BSEL) on the campus of the Washington State University Tri-Cities in Richland, Washington. BSEL includes high-pressure catalytic reactor rooms for hydrogenation and other chemical processing; bioprocessing laboratories for developing and engineering fungal fermentations supporting wet chemical laboratories for synthesis and preparation of catalysts and feedstocks; and the Combinatorial Catalysis Research Laboratory, which houses our state-of-the-art, rapid-throughput catalyst discovery instrumentation. BSEL also has a 2,500-square-foot high-bay facility for integration and scale-up of the various processing steps in biofuels and bioproducts manufacture.",R&D Agreements for Facility Access,http://www.Pacific Northwest National Laboratory.gov/biobased/bsel.stm,Rich.Orth@pnnl.gov,(509) 375-6709
DOE,Pacific Northwest National Laboratory,,Physical Sciences Laboratory (PSL),902 Battelle Blvd,99354,Richland,WA,US,"PNNL's Physical Sciences Laboratory (PSL) houses 22 research laboratories for conducting a wide-range of research including catalyst formulation, chemical analysis, laboratory-scale reaction engineering, biochemical process development and environmental characterization and risk assessment.
",R&D Agreements for Facility Access,,Jun.Liu@pnnl.gov,(509) 375-4443
DOE,Pacific Northwest National Laboratory,,Radiochemical Processing Laboratory (RPL),902 Battelle Blvd,99354,Richland,WA,US,"The Radiochemical Processing Laboratory (RPL) is a scientific facility funded by DOE to create and implement innovative processes for environmental clean-up and the beneficial use of radioactive materials. Capabilities within the RPL include applied nuclear science and technology that further innovative radiological material processes and solutions for environmental, nuclear energy and national security initiatives. This includes technologies to advance the cleanup of radiological and hazardous wastes; processing and disposal of nuclear fuels; and the production and delivery of medical isotopes. Located in the Hanford 300 Area, the RPL is a Department of Energy Hazard Category II Non-Reactor Nuclear Facility operated by Battelle.
",R&D Agreements for Facility Access,http://rpl.Pacific Northwest National Laboratory.gov/,Paul.Bredt@pnnl.gov,(509) 375-3699
DOE,Pacific Northwest National Laboratory,,Applied Process Engineering Laboratory (APEL),902 Battelle Blvd,99354,Richland,WA,US,"The Applied Process Engineering Laboratory (APEL) is an eastern Washington technology business startup facility, sponsored in part by PNNL. APEL provides engineering- and manufacturing-scale space and chemical, biological, and electronic laboratories and equipment for developing, validating, and commercializing new products. Users of this facility include new business startups, companies developing new products, entrepreneurs, university and national laboratory research staff, and vendors demonstrating new technologies are all housed in the various spaces. There is opportunity for collaboration and cross fertilization, as well as security and access protection to protect proprietary material. PNNL scientists, engineers, and other professional staff are available to APEL occupants for consulting, collaboration, or professional support.",R&D Agreements for Facility Access,http://www.apel.org/,Paul.Bredt@pnnl.gov,(509) 375-3699
DOE,Pacific Northwest National Laboratory,,"Process Development Laboratories 
(PDL-E,-W)",902 Battelle Blvd,99354,Richland,WA,US,"PDL-E is a high-bay pilot plant facility that includes biomass processing, supercritical fluid processing, and high-pressure chemical processing capabilities. Biomass processing methods for extraction or hydrolysis have been developed in this laboratory and then scaled up for engineering assessment. Similar designs can be used to scale up bioprocessing systems as well. A skid-mounted unit contains a complete continuous-flow high-pressure processing system including pumps, heat exchangers, and feed and product tanks. It is fully instrumented and has a computer-controlled data acquisition system. It has two 2-inch ID by 6-foot tall tubular reactors, each about 4-liters volume, with electrical heating and a tube-in-tube heat recovery system. The system can process at up to 365°C and 3500 psig. The processing system is designed to run at one half ton per day of feed slurry. Pressure is maintained in the reactor system by a back-pressure regulator. After pressure letdown, gas and liquid products enter a separator/liquid product tank from which gas products are vented. Back-up product cool down is accomplished with a forced air fan. For processing, the unit requires minimal setup; it has a single 480-volt input line. Other process engineering equipment is also available including screen and membrane filter systems and supercritical fluid cleaning and extraction systems. 

Also found at the PDL-E are micro-scale reactor systems for testing various gas phase reactions. These reactor systems include the 4-Plex system which allows parallel testing of catalyst formulations with online chemical analytical capability. Two other reactor systems are constructed within ventilation hoods and allow testing of various micro-technology reactor configurations with a range of process gas components. In addition, there are two high-pressure continuous-flow, fixed- catalyst-bed reactors for aqueous phase processes. These micro-scale reactors (30 milliliter bed) allow extended time process testing for catalyst lifetime determination. They are connected to the hydrogen compressor system at CEL to allow long-term, continuous hydrogen gas flow.

PDL-West is also a high-bay facility, most recently has housed the Pretreatment Engineering Platform (PEP), an engineering-scale demonstration of Hanford Waste Treatment and Immobilization Plant pretreatment processes. The PEP project included chemical process demonstration work with non-radioactive Hanford tank waste simulants.
",R&D Agreements for Facility Access,http://www.pnl.gov/biobased/pdle.stm,Paul.Bredt@pnnl.gov,(509) 375-3699
DOE,Pacific Northwest National Laboratory,,Shallow Underground Laboratory,902 Battelle Blvd,99354,Richland,WA,US,"PNNL's Shallow Underground Laboratory houses some of the world's most sensitive radiation detection systems and supports ultra-low-background research and development for environmental, national security, and fundamental physics. The facility contains research to support international treaty verification to prevent and counter of acts of terrorism as well as the search for dark matter in the universe. The nearly 6,600-square-foot facility is among the most modern laboratory spaces in the DOE complex, dedicated to low-background detector system development and production. The Shallow Underground Laboratory is located 39 feet (12 meters) under grade level and has berm of 22.67 feet (6.9 meters) above grade, giving the laboratory a total overburden of more than 42.5 feet (12.9 meters). This depth shields against radioactive backgrounds induced by cosmic rays, the most difficult sources to shield against on the Earth's surface. A cleanroom air filtration system and positive pressure relative to the outside protects the facility from the radioactivity found in dust. Specific capabilities include: an Electrochemical Purification Laboratory for purifying copper, a key material that makes possible radiation detection systems of unprecedented sensitivity; an Assembly Laboratory for ultra-low background detectors; and an Ultra-Sensitive Measurement Lab where measurements are made on samples.
",R&D Agreements for Facility Access,http://tour.pnnl.gov/shallow-lab.html,daniel.stephens@pnnl.gov,
DOE,Pacific Northwest National Laboratory,,Hazardous Materials Management and Emergency Response (HAMMER),902 Battelle Blvd,99354,Richland,WA,US,"The Volpentest Hazardous Materials Management and Emergency Response (HAMMER) Federal Training Center is a safety and emergency response training center that offers realistic and comprehensive safety and emergency response training for nuclear waste cleanup workers and emergency response personnel. Located at the U.S. Department of Energy’s (DOE) Hanford Site in southeastern Washington state, and operated for the DOE by Mission Support Alliance, HAMMER is responsible for managing nationally recognized training and safety programs including: training development, training delivery, mock-ups and simulations, multiagency exercises, technology deployment, computer- and web-based learning, specialized training, program management, records management, subject matter experts, and strategic partnerships. National programs that use HAMMER include the DOE national Training Center, DOE-OE Energy Infrastructure Protection and Response, Domestic and International Border Protection, and the U.S. Department of Transportation.",R&D Agreements for Facility Access,https://www.hammertraining.com/page.cfm/NationalPrograms,HAMMER@rl.gov,(509) 372-3143
DOE,Pacific Northwest National Laboratory,,Interdiction Technology and Integration Laboratory (ITIL),902 Battelle Blvd,99354,Richland,WA,US,"The Interdiction Technology and Integration Laboratory (ITIL), at the PNNL provides a comprehensive, customizable, and scalable test environment. PNNL researchers associated with this facility have deep expertise in integrating, evaluating, and deploying radiation detection and other similar threat reduction systems worldwide. Government and industry partners can provide or specify detection systems and other peripheral equipment to be tested under various requirements. PNNL can integrate, test, and advance technology for detecting radiological or nuclear materials, explosives, and other dangerous contraband.

PNNL’s ITIL has access to all of the necessary resources to support technology maturation and readiness assessments, pre-deployment stress testing, and operational testing of detection technologies. ITIL has licensed access to a diverse and expansive set of proliferation-concern radioactive sources, including weapons-usable special nuclear materials, and naturally occurring radioactive material used to create real-world scenarios for testing system performance. This allows systematic testing that challenges a wide range of configurations and operational modes. In addition, PNNL has experts in fields such as nuclear physics, radiological engineering, test engineering, operations and field deployment, and statistics are available to assist project staff. ",R&D Agreements for Facility Access,,Robert.Thompson@pnnl.gov,(509) 371-6761
DOE,Pacific Northwest National Laboratory,,Institute for Integrated Catalysis (IIC),902 Battelle Blvd,99354,Richland,WA,US,"The Institute for Integrated Catalysis (IIC) at PNNL facilitates collaborative research and development and consists of an extensive portfolio of leading-edge experimental and computational resources for catalysis research. Leading-edge programs areas include biomass conversions, exhaust emissions, microchannel technologies, solid oxide fuel cells, and computational chemistry. The IIC makes use of a number of facilities at PNNL including EMSL (Chemical Engineering Laboratory), PDL-E, APEL (the engine emission testing), and PSL (Combinatorial Catalyst Lab). Alongside experimental efforts is computational chemistry; a core-competency of the IIC with remote and onsite access to the high-performance supercomputer and associated integrated software for a variety of applications such as modeling of chemistry on porous sites, molecular thermodynamics, kinetics, and prediction of excited states. 

",R&D Agreements for Facility Access,http://iic.pnnl.gov/,Johannes.Lercher@pnnl.gov,(509) 375-2725
DOE,Pacific Northwest National Laboratory,,Northwest Institute for Advanced Computing (NIAC),902 Battelle Blvd,99354,Richland,WA,US,"Founded jointly by PNNL and the University of Washington in 2013, the Northwest Institute for Advanced Computing (NIAC) is both a physical and “virtual” collaborative center designed to maximize the impact of computing on transformative discoveries that fuel scientific and societal progress. NIAC seeks to advance the use of computing in discovery and a broad range of application areas with a primary focus on: Advanced and Future Computing Systems, Scalable Modeling, Simulation and Design, and Data-driven Science and Discovery. NIAC serves as a center of excellence and collaboration where research partners from diverse academic and industry organizations throughout the Pacific Northwest region and the world bring their collective expertise with advanced computing system technologies, data analysis techniques, and domain science to bear on some of society’s biggest problems. ",R&D Agreements for Facility Access,http://www.niac-uw.org/,thom.dunning@pnnl.gov,(206) 616-1439
DOE,Pacific Northwest National Laboratory,,Joint Global Change Research Institute (JGCRI),902 Battelle Blvd,99354,Richland,WA,US,"The Joint Global Change Research Institute (JGCRI) is dedicated to understanding the problems of global climate change and their potential solutions. The Institute staff are internationally recognized for their expertise in understanding the interactions between climate, energy production and use, economic activity and the environment. Collecting the expertise of domestic and international collaborators encourages research at the Institute that develops global and equitable solutions to the climate change problem. The Institute focuses on understanding both the causes and effects of climate change, with particular emphasis on the following areas: Integrated assessment modeling, for examining the complex interactions between our physical environment and human activities and understanding the economic effects of climate change; technology strategies for limiting the scope of climate change, as exemplified in the Global Technology Strategy Project; natural resource modeling and assessment for understanding the effects of environmental change on water and land use; vulnerability and adaptation studies for examining the regional impacts of climate change and strategies for adapting to these changes; and local and global environmental mitigation measures for developing and testing practical policies for dealing with this issue, particularly as they relate to transitional and emerging economies.",R&D Agreements for Facility Access,"http://www.pnnl.gov/atmospheric/facilities/jgcri.stm

http://www.globalchange.umd.edu/",Ghassem.Asrar@pnnl.gov,(301) 405-5077
DOE,Pacific Northwest National Laboratory,,Atmospheric Measurements Laboratory (AML),902 Battelle Blvd,99354,Richland,WA,US,"The Atmospheric Measurements Laboratory (AML) is one of the nation's leading research facilities for understanding aerosols, clouds, and their interactions. The AML is furnished with multiple aerosol chamber research facilities and staging areas for ancillary and aircraft instrumentation and radiometric tools. Instruments ranging from radar profilers, radiometers, and gas and aerosol systems can be calibrated and tested prior to field deployment. Scientists at PNNL, other national laboratories and universities can use the facility and instruments for studies involving climate, aerosol chemistry, and dispersion and diffusion. Users can collaborate with PNNL researchers, nationally and internationally recognized experts in their fields, and known for integrating measurements, modeling and laboratory research to generate new insights.",R&D Agreements for Facility Access,http://www.pnnl.gov/atmospheric/facilities/atmos_measurement_lab.stm,beat.schmid@pnnl.gov,(509) 375-2996
DOE,Pacific Northwest National Laboratory,,Microbial Cell  Dynamics Lab (MCDL),902 Battelle Blvd,99354,Richland,WA,US,"The Microbial Cell Dynamics Laboratory at PNNL enables scientists to study the molecular details of microbes under relevant environmental conditions. The MCDL seeks to integrate culture conditions that more closely represent chemical and physical conditions in natural environments with advanced and novel analytical capabilities. The mission of the MCDL is to develop a molecular-based understanding of how individual organisms in microbial assemblages interact and behave in their natural surroundings, including sensing and response to their physico-chemical environment and cell-cell signaling between different species in the assemblage. Analytical capabilities include cellular imaging; nucleic acid, protein, and metabolite characterization technologies; the ability to study cell assemblages at the population and single-cell scales; and the use of nondestructive approaches to measure dynamic processes in real time.",R&D Agreements for Facility Access,http://www.sysbio.org/capabilities/mcdl/index.stm,"allan.konopka@pnnl.gov
",(509) 371-6950
DOE,Pacific Northwest National Laboratory,,Computational Science Facility (CSF),902 Battelle Blvd,99354,Richland,WA,US,"CSF hosts the Center for Adaptive Supercomputing Software-Multi-threaded (CASS-MT) and Performance and Architecture Laboratory (PAL). CASS at PNNL is home to the only Open Science Cray XMT system, consisting of 128 multithreaded processors, 1 TB RAM, and a 7.7-TB Lustre parallel file system. CASS creates collaborations and provides expertise for using the Cray XMT systems and porting and optimizing applications. External and internal research partners are offered access to CASS' Cray XMT system—the only center like it in the world. CASS is dedicated to research involving: applications in data-intensive analytics, architectures, languages, methods, and runtime systems.



",R&D Agreements for Facility Access,"http://cass-mt.pnnl.gov/

","john.feo@pnnl.gov 

","(509) 375-3768


"
DOE,Pacific Northwest National Laboratory,,Computational Science Facility (CSF),902 Battelle Blvd,99354,Richland,WA,US,"The Performance & Architecture Laboratory (PAL) at PNNL operates at the forefront of advanced system architectures and applications. PAL investigates the issues that contribute to optimal application and computer system performance for current extreme-scale systems and for future architectures. A variety of original techniques for performance modeling of architectures and applications are developed, refine, and improved. These techniques are applied to codes both at PNNL, and to other significant workloads such as those related to missions for the Department of Energy's Office of Science and other federal government entities. The projects in PAL include performance analysis and modeling, system design for advanced architectures, high-performance interconnection networks, scheduling, and system software research and development.",R&D Agreements for Facility Access,"http://pal.pnnl.gov/


","Adolfy.Hoisie@pnnl.gov 
","(509) 372-4957


"
DOE,Pacific Northwest National Laboratory,,Computational Science Facility (CSF),902 Battelle Blvd,99354,Richland,WA,US,"PNNL Institutional Computing (PIC) is focused on meeting DOE's mission needs and is part of PNNL's overarching research computing strategy. PIC supports large-scale general-purpose clusters with high-speed interconnects and special-purpose testbeds. Mass storage and archival systems—4 PB parallel file storage and Aurora archive tape systems—are fully integrated with PIC to facilitate easy access and sharing of data. PIC also manages server instances to host persistent services, such as databases, web servers, and application frameworks. PIC offers a generous platform for researchers, including leading-edge computational capabilities and infrastructure, as well as relative subject matter expertise composed of members of PNNL’s various computational groups. Capabilities include: high-performance computing, Windows HPC (on campus), high-speed data transfers, experimental architectures: high-performance graphics processing units (GPUs); Many Integrated Core (MIC) testbeds, storage (including tape archive) up to 7 PB, dedicated Analytics/ Hadoop cluster, compilers, large (2 TB) shared memory system, and virtual machines. PIC’s Olympus supercomputer, a world-class cluster, currently features: a 20,000-core HPC supercluster composed of regular nodes, fat nodes (nodes with extra memory), and 32 high-performance GPU nodes; 692 dual-socket nodes with 16 cores per socket AMD Interlagos processors, running at 2.1 GHz with 64 GB of 1600 MHz memory per node (2 GB/socket); a QDR Infiniband network (40 GB/s) for internal communications; and frequency switching for saving power (more than 15%) on idle nodes.",R&D Agreements for Facility Access,http://pic.pnnl.gov/,tim.carlson@pnnl.gov ,(509) 371-6435
DOE,Pacific Northwest National Laboratory,,Computational Science Facility (CSF),902 Battelle Blvd,99354,Richland,WA,US,"PNNL Institutional Computing (PIC) is focused on meeting DOE's mission needs and is part of PNNL's overarching research computing strategy. PIC supports large-scale general-purpose clusters with high-speed interconnects and special-purpose testbeds. Mass storage and archival systems—4 PB parallel file storage and Aurora archive tape systems—are fully integrated with PIC to facilitate easy access and sharing of data. PIC also manages server instances to host persistent services, such as databases, web servers, and application frameworks. PIC offers a generous platform for researchers, including leading-edge computational capabilities and infrastructure, as well as relative subject matter expertise composed of members of PNNL’s various computational groups. Capabilities include: high-performance computing, Windows HPC (on campus), high-speed data transfers, experimental architectures: high-performance graphics processing units (GPUs); Many Integrated Core (MIC) testbeds, storage (including tape archive) up to 7 PB, dedicated Analytics/ Hadoop cluster, compilers, large (2 TB) shared memory system, and virtual machines. PIC’s Olympus supercomputer, a world-class cluster, currently features: a 20,000-core HPC supercluster composed of regular nodes, fat nodes (nodes with extra memory), and 32 high-performance GPU nodes; 692 dual-socket nodes with 16 cores per socket AMD Interlagos processors, running at 2.1 GHz with 64 GB of 1600 MHz memory per node (2 GB/socket); a QDR Infiniband network (40 GB/s) for internal communications; and frequency switching for saving power (more than 15%) on idle nodes.",R&D Agreements for Facility Access,,tim.carlson@pnnl.gov ,(509) 371-6435
DOE,Sandia National Laboratories ,,Photovoltaic Laboratories,1515 Eubank,87123,Albuquerque,NM,US,"The Photovoltaic System Evaluation Laboratory (PSEL) is a multi-user, multi-sponsor facility that conducts research in photovoltaic (PV) cells and modules and performs detailed analysis in PV systems design and characterization. PSEL accelerates the development and adoption of new and emerging photovoltaic technologies. The site location in Albuquerque, NM provides more than 300 days of sun per year, and offers partners premier testing conditions along with highly precise equipment and an experienced and knowledgeable staff.",User Facility,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Advanced Power Sources Laboratory,1515 Eubank,87123,Albuquerque,NM,US,"The Advanced Power Sources Laboratory (APSL) at Sandia provides comprehensive capabilities in power source research, engineering, characterization, evaluation, and testing. Supporting APSL is a staff of more than 40 scientists, engineers, and technicians with backgrounds in chemistry, electrochemistry, metallurgy, chemical engineering, materials science, engineering, and physics.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Combustion Research Facility ,1515 Eubank,87123,Albuquerque,NM,US,"For more than 30 years The Combustion Research Facility (CRF) has served as a national and international leader in combustion science and technology. The need for a thorough and basic understating of combustion and combustion-related processes lies at the heart of the CRF research, which ranges from studying chemical reactions in a flame to developing an instrument for the remote detection of gas leaks. Users and partners have access to state-of-the-art facilities and an expert staff that brings with them enhanced knowledge and new approaches to combustion and combustion related research.",User Facility,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,"Design, Evaluation, and Test Technology Facility",1515 Eubank,87123,Albuquerque,NM,US,"The mission of this facility, composed of numerous specialized facilities, is to simulate a wide range of environments for component and system testing. The environments can range from normal in-use environments to extreme accident conditions. In addition, a wide array of diagnostic equipment, such as nondestructive testing, photometric and optics, and electronic data acquisition, is maintained and developed to support testing and research activities. Tests as diverse as characterization of printed circuit board solder connection strength to full-scale impact testing of transport vehicles have been accommodated.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Distributed Energy Technology Laboratory,1515 Eubank,87123,Albuquerque,NM,US,"The Distributed Energy Technologies Laboratory (DETL) is an extension of the power electronics testing capabilities of the Photovoltaic System Evaluation Laboratory (PSEL). DETL is configured as a 480V, 3-phase microgrid with interconnections to the utility grid and to various distributed energy resources including photovoltaic inverters, microturbines, fuel cells, reciprocating engine-generators, and electrical energy storage systems. DETL provides expertise and test support to perform the following functions:
• Grid-connected performance evaluations (e.g., efficiency, distortion, power factor, response to abnormal grid conditions) 
• Off-grid (stand-alone) performance evaluations (e.g., transient response, compatibility with various load types, voltage and frequency regulations) 
• Specialized tests (e.g., radio-frequency emissions, “non-islanding inverter,” interactions of multiple sources on a common microgrid, surge tolerance) 
",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Engineering Sciences Experimental Facility,1515 Eubank,87123,Albuquerque,NM,US,"The ESEF complex also contains several independent laboratories for experiments and advanced diagnostics in the fields of thermodynamics, heat transfer, fluid mechanics, multiphase flows, aerosols, and material decomposition. Our experimental research activities are focused on both advanced diagnostics and fundamental experiments. We seek to improve our understanding of phenomena in areas of fluid flow, heat transfer, and aerodynamics. We develop state-of-the-art diagnostic techniques for application to benchmark experiments aimed at understanding the fundamental nature of complex systems. This understanding is used to develop and validate the theoretical and computer models necessary for system design and analysis.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Explosive Components Facility,1515 Eubank,87123,Albuquerque,NM,US,"The 98,000-square-foot Explosive Components Facility (ECF) is a state-of-the-art facility that provides a full-range of chemical, material, and performance analysis capabilities for energetic materials and explosive components:
• advanced design of energetic devices and subsystems 
• optical ordnance 
• energetic materials 
• testing of explosives and explosive components and subsystems 
• advanced explosives diagnostics 
• reliability analyses 
• failure modes evaluation 
• safety evaluation 
",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Explosive Technology Group ,1515 Eubank,87123,Albuquerque,NM,US,"The Explosive Technology Group (ETG) provides  diverse technical expertise and an agile, integrated approach to solve complex challenges for all classes of energetic materials (EM) and explosive components. The Explosive Technology Group  has a plethora of unique technical capabilities that enable an engineering science approach to component design and development, and probe the science underlying EM performance, safety, and reliability in normal and abnormal environments. 
Our customer and partner base includes the National Nuclear Security Administration,, other Department of Energy partners, and numerous Work-for-Other customers including Department of Defense , academia, and industry.  Resources enable multiple key technologies:
• Extensive expertise in research, development, and application of energetic materials
• Conventional and advanced explosive component design, development, evaluation, and modeling 
• Unique combinations of physical/chemical characterization and testing of EM for advancing energetic material science and technologies
• Model development for design engineers and understanding the physics of EM in static and dynamic conditions
• Miniaturization of explosive components
• Aging and failure modes analysis
• Safety and reliability assessments
• Development of advanced EM detection technologies
• Quantitative analysis of EM performance in abnormal environments
• Ballistic testing and analysis
• Ability to integrate multiple technologies to address new areas of interest",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Geomechanics Laboratory ,1515 Eubank,87123,Albuquerque,NM,US,"The Geomechanics Laboratory allows its users to measure rock properties under a wide range of simulated service conditions up to very high pressures and complex load paths. The laboratories capabilities make it useful for research and development in underground construction, mining, oil and gas production/reservoir management, hydrocarbon and compressed air storage and much more.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Ion Beam Laboratory ,1515 Eubank,87123,Albuquerque,NM,US,"Sandia's Ion Beam Analysis (IBA) program is recognized as one of the best in the world. It has the ability to examine a wide spectrum of materials, from semiconductors to metals and ceramics. ",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Materials Science and Engineering Center,1515 Eubank,87123,Albuquerque,NM,US,"The Materials Science and Engineering (MSE) Center at Sandia provides knowledge of materials structure, properties, and performance and the processes to produce, transform, and analyze materials to ensure mission success for our customers and partners, both internal and external.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Mechanical Test and Evaluation Facility ,1515 Eubank,87123,Albuquerque,NM,US,"The Micromechanics & Materials Mechanics Test Facilities at Sandia, California, conduct experimental research and develop diagnostics to study the mechanical behavior of materials. Material systems of interest include metals, structural foams, ceramics, polymers, and composites. Our work for Department of Energy customers includes material characterization, fracture and failure mechanics, validation of massively parallel engineering mechanics computer codes, and mechanical testing of prototype hardware. The following research capabilities are available:
• multi-axial testing
• coupled thermal/mechanical testing from cryogenic to high temperature
• in-situ mechanical testing in microscopes
• high strain-rate testing
• nanoindentation and thin film evaluation
• high force testing
• friction/wear Testing
",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Microsystems and Engineering Science Applications,1515 Eubank,87123,Albuquerque,NM,US,"Sandia's primary mission is ensuring the U.S. nuclear arsenal is safe, secure, reliable, and can fully support the nation's deterrence policy. Employing only the most advanced and failsafe technologies to fulfill our responsibilities as stewards of the nuclear stockpile, Sandia is responsible for the development, design and maintenance of approximately 90 percent of the several thousand parts found in any given weapon system, including radiation-hardened microelectronics. 
In support of this mission, Sandia has a significant role in advancing the state-of-the-art in microsystems research and development and in introducing microsystems into the nuclear stockpile. Microsystems incorporate radiation-hardened microelectronics, and other advanced components such as micromachines, optoelectronics, and photonic systems. The MESA Complex is designed to integrate the numerous scientific disciplines necessary to produce functional, robust, integrated microsystems and represents the center of Sandia's investment in microsystems research, development, and prototyping activities. This suite of facilities encompasses approximately 400,000 square feet and includes cleanroom facilities, laboratories, and offices. 
",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,National Solar Thermal Test Facility ,1515 Eubank,87123,Albuquerque,NM,US,"The National Solar Thermal Test Facility (NSTTF) is the only test facility in the United States of its type. This unique facility provides experimental engineering data for the design, construction, and operation of unique components and systems in proposed solar thermal electrical plants; planned for large-scale power generation. At 200 feet tall, the NSTTF’s distinct height advantage along with its heat capabilities, offers a unique and complete testing environment to government contractors and agencies, research institutes, universities and private companies",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Nuclear Energy Safety Technologies ,1515 Eubank,87123,Albuquerque,NM,US,"Sandia National Laboratories' Nuclear Energy and Fuel Cycle Programs provide a dynamic, multifaceted approach to systems-based research and development of nuclear energy and fuel cycle technologies. Sandia supports the safe, secure, reliable, and sustainable use of nuclear power worldwide through strengths in repository science, nonproliferation, safety and security, transportation, modeling, and system demonstrations. As a national leader, Sandia strives to enhance the nation's security and prosperity through sustainable, transformative approaches to the world's most difficult nuclear energy challenges.",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
DOE,Sandia National Laboratories ,,Nuclear Facilities Resource Center ,1515 Eubank,87123,Albuquerque,NM,US,"The Nuclear Facilities Resource Center (NUFAC) represents an exceptional national resource in providing unique capabilities for developing and applying nuclear solutions to problems of national importance.
NUFAC's nuclear engineering technology resource is derived from a combination of unique facilities and highly qualified people in a synergistic structure. NUFAC supports a wide variety of programs including designing, operating, and experimenting with nuclear reactors; performing in core testing of reactor fuel and criticality experiments; radiation processing of semiconductor materials; testing of electronic piece parts and components; performing activation analyses; characterizing radioactive materials; and producing radioisotopes.
",R&D Agreements for Facility Access,http://www.sandia.gov/research/facilities/technology_deployment_centers/index.html,jstineb@sandia.gov, (505) 844-7638
